ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID130894429,1/38 Donald St,PRAHRAN,1540000.0,t,22/05/2016,2,2.0,1.0,113.0,74.0,-37.8481,144.9869,19958,304.34284031386915,13.5,False,659.0,5219.333333333333,338.3333333333333,Wesley College,425.87712151085526,202,Wesley College,425.87712151085526,98
ID236883096,8/6 Irving St,MALVERN,740000.0,u,25/02/2017,2,1.0,1.0,0.0,52.0,-37.8597,145.0322,19944,772.9083088204288,20.8,True,717.3333333333334,1763.0,318.6666666666667,St Joseph's School,203.14963391018753,113,De La Salle College,225.19944903586386,115
ID861953900,5 Miranda Pl,FRANKSTON,650000.0,h,16/09/2017,4,2.0,2.0,710.0,59.0,-38.16802,145.14349,19855,3172.3414659671885,68.81818181818181,False,517.3333333333334,2973.0,288.6666666666667,St Augustine's School,494.4381184993541,not ranked,Mount Erin Secondary College,732.323091554107,not ranked
ID793137482,51 Dixon St,MALVERN,1611000.0,h,12/11/2016,2,1.0,2.0,277.0,11.0,-37.8586,145.0375,19944,1116.1999597491256,20.8,False,610.0,1743.6666666666667,228.0,Malvern Central School,396.7023415607575,68,De La Salle College,478.4651045361874,115
ID480129020,6/39 St Kinnord St,ABERFELDIE,310000.0,u,22/07/2017,1,1.0,1.0,1715.0,49.0,-37.75882,144.9027,20037,1228.339909775976,20.42105263157895,False,817.6666666666666,1779.6666666666667,181.0,Resurrection House,326.608882525163,329,Ave Maria College,483.54051967918195,111
ID625626771,88 Monash St,SUNSHINE,720000.0,h,28/05/2016,2,1.0,2.0,465.0,11.0,-37.7889,144.8362,20021,295.01304241263,16.730337078651687,False,1363.6666666666667,6287.666666666667,564.3333333333334,Our Lady of the Immaculate Conception School,83.0570552094744,not ranked,Sunshine College,640.7614561605908,233
ID459300729,3/5 Kent Rd,BOX HILL,400000.0,u,23/04/2016,2,1.0,1.0,0.0,14.0,-37.8248,145.1215,20042,620.9967111647683,25.775,False,2744.3333333333335,10289.666666666666,780.0,Kingswood College,923.1829229576267,53,Kingswood College,923.1829229576267,106
ID183628353,2/14 Nash St,GLEN IRIS,480000.0,u,14/05/2016,2,1.0,1.0,0.0,39.0,-37.8559,145.049,19944,2080.2926315831014,20.8,False,1923.6666666666667,8979.333333333334,620.3333333333334,St Roch's School,333.6835874832115,131,Sacre Coeur,689.6378264568641,16
ID445330605,52 Parramatta Rd,WERRIBEE,490500.0,h,3/09/2017,4,2.0,2.0,586.0,18.0,-37.88639000000001,144.6555,19921,1527.704536455756,35.142857142857146,False,98.66666666666667,190.66666666666666,19.0,Westgrove Primary School,946.7373938461621,not ranked,Wyndham Central Secondary College,317.9366626131793,not ranked
ID790286701,29 MacGregor St,MALVERN EAST,1915000.0,h,16/04/2016,3,2.0,2.0,700.0,99.0,-37.8807,145.0547,19920,704.5767942627572,23.375,False,610.0,1743.6666666666667,228.0,St Mary's School,869.4946088193964,159,Glen Eira College,1568.766983558314,215
ID215372410,37 Roxburgh St,ASCOT VALE,1306000.0,h,15/07/2017,3,1.0,0.0,199.0,119.0,-37.77561,144.91695,20039,429.89496573533603,20.0,False,2494.6666666666665,11307.0,1410.0,St Mary's School,537.4532604258984,159,Kensington Community High School,1565.40223442519,558
ID730277121,6 Cassowary Av,WERRIBEE,505000.0,h,15/07/2017,3,2.0,4.0,557.0,32.0,-37.87975,144.66459,19921,2206.124755457374,35.142857142857146,False,98.66666666666667,190.66666666666666,19.0,Westgrove Primary School,465.87273627192866,not ranked,Wyndham Central Secondary College,1391.0687008812952,not ranked
ID171617301,7 Rathmines St,FAIRFIELD,1350000.0,h,3/12/2016,3,1.0,2.0,309.0,19.0,-37.7828,145.0154,19930,425.09765817700855,22.0,False,334.6666666666667,1407.6666666666667,88.33333333333333,St Anthony's School,531.9788387411049,485,Santa Maria College,1791.9594077902545,137
ID914676605,54 Sussex St,YARRAVILLE,890000.0,h,3/09/2017,3,1.0,2.0,338.0,113.0,-37.8195,144.88908,19996,413.13608080929,11.357142857142858,False,817.6666666666666,1779.6666666666667,181.0,Yarraville West Primary School,620.4731062058718,105,Gilmore College For Girls,2327.786004375489,387
ID231295131,22 McPherson St,MOONEE PONDS,1310000.0,h,16/04/2016,4,3.0,2.0,475.0,129.0,-37.7609,144.9285,20038,980.6973053499339,22.0,False,278.0,489.0,65.0,Moonee Ponds Primary School,479.2560598319396,225,Lowther Hall Anglican Grammar School,1195.4652335660492,not ranked
ID282586818,28 Campbell St,BENTLEIGH,2000000.0,h,8/04/2017,6,2.0,2.0,702.0,93.0,-37.9193,145.033,19939,408.2546633598878,35.15384615384615,False,959.0,4476.666666666667,324.0,Bentleigh West Primary School,565.7317531204922,31,Our Lady of the Sacred Heart College,939.5789812992163,73
ID365106149,3 Peacock St,BURWOOD,1468000.0,h,11/02/2017,3,1.0,2.0,706.0,17.0,-37.8509,145.1161,19849,3129.0216502144663,28.666666666666668,False,941.3333333333334,5813.0,575.6666666666666,Mount Scopus Memorial College,435.6911798271988,288,Mount Scopus Memorial College,435.6911798271988,10
ID904286476,7 Gladstone St,COBURG,1250000.0,h,10/12/2016,4,1.0,2.0,613.0,59.0,-37.7433,144.9762,19965,1137.313449059665,32.0,False,1071.3333333333333,5783.666666666667,419.6666666666667,St Bernard's School,552.2881733469949,479,Coburg High School,416.343201148686,79
ID160950475,2 Delhi St,BENTLEIGH,1402000.0,h,6/05/2017,2,1.0,4.0,616.0,69.0,-37.9257,145.0469,19938,1005.5165738414058,36.84615384615385,False,959.0,4476.666666666667,324.0,St Paul's School,574.4835158331616,211,Our Lady of the Sacred Heart College,610.9724343817986,73
ID385518711,4 Lennox St,MOONEE PONDS,840000.0,h,15/10/2016,3,1.0,0.0,307.0,109.0,-37.7704,144.9083,20038,1089.1770319324878,22.0,False,278.0,489.0,65.0,Moonee Ponds West Primary School,185.57863258156652,not ranked,Lowther Hall Anglican Grammar School,1307.2914642431406,not ranked
ID272194326,3/50 Denbigh Rd,ARMADALE,546000.0,u,30/07/2016,2,0.0,0.0,0.0,6.0,-37.8568,145.0161,19945,286.12218470518553,19.214285714285715,False,2489.6666666666665,11817.333333333334,1268.6666666666667,The King David School,517.5629874656148,140,The King David School,517.5629874656148,27
ID308632668,24 Stymie St,KINGSBURY,1000000.0,h,11/02/2017,5,2.0,2.0,544.0,19.0,-37.7147,145.0296,20009,1923.8957488295343,35.2,False,92.33333333333333,260.0,36.666666666666664,Our Lady of the Way School,525.4730355609236,417,Reservoir High School,841.5822487926571,346
ID503654601,5 Glenice St,GREENSBOROUGH,740000.0,h,27/05/2017,3,1.0,3.0,580.0,57.0,-37.71536,145.10205,19985,1382.0070600159409,41.666666666666664,False,663.0,4010.0,377.0,Watsonia Heights Primary School,116.61119817173591,283,Montmorency Secondary College,1028.0526891541037,201
ID910011561,168 Mary St,RICHMOND,2368000.0,h,3/09/2017,4,1.0,3.0,390.0,69.0,-37.82483,145.00111,19906,643.0518474622321,11.904761904761905,False,885.0,1901.0,227.66666666666666,Richmond Primary School,557.1007441698213,260,Richmond High School,839.516209294618,not ranked
ID747275222,6/35 Scott Gr,GLEN IRIS,523000.0,u,1/07/2017,2,1.0,1.0,0.0,54.0,-37.85546,145.04998,19944,2179.1451943640163,20.8,False,2047.6666666666667,9171.0,742.3333333333334,St Roch's School,294.90133830945683,131,Sacre Coeur,714.3550316035454,16
ID772119683,409/216 Rouse St,PORT MELBOURNE,665000.0,u,3/06/2017,2,2.0,1.0,1472.0,9.0,-37.84096,144.93791000000004,22180,2824.476034272612,0.0,False,705.3333333333334,5479.666666666667,335.0,Port Melbourne Primary School,723.6571810432065,325,Albert Park College,934.071943253145,131
ID511231096,21A Geddes St,ASCOT VALE,1037500.0,h,19/11/2016,3,1.0,2.0,506.0,99.0,-37.7779,144.9133,20039,803.385865469155,20.0,False,2489.6666666666665,11817.333333333334,1268.6666666666667,Ascot Vale West Primary School,363.84854988088796,not ranked,Kensington Community High School,1551.777372820629,558
ID261668321,2/8 Evelina St,BALWYN,1400000.0,t,12/11/2016,4,3.0,2.0,241.0,10.0,-37.8042,145.1042,19896,1699.0080728403568,28.785714285714285,False,925.6666666666666,4701.333333333333,308.6666666666667,Greythorn Primary School,787.5003352011653,93,Box Hill Senior Secondary College,880.1082615248872,416
ID700583697,13 Leonardo Dr,MERNDA,720000.0,h,9/09/2017,4,2.0,2.0,573.0,39.0,-37.60686,145.08615,52161,1385.2942362530803,57.333333333333336,False,1508.3333333333333,6073.0,553.6666666666666,Mernda Central P-12 College,294.7438338073551,not ranked,Mernda Central P-12 College,294.7438338073551,not ranked
ID793270063,74 Chirnside St,KINGSVILLE,1340000.0,h,19/11/2016,3,2.0,0.0,272.0,104.0,-37.8079,144.8825,20023,722.1483396266664,19.4,False,87.33333333333333,252.0,37.0,Yarraville West Primary School,803.7585857578534,105,Gilmore College For Girls,1465.2001224152384,387
ID999591958,18 Carlsberg Rd,EAGLEMONT,3300000.0,h,29/07/2017,4,2.0,3.0,1783.0,59.0,-37.76457,145.06555,19935,937.9457414049342,29.823529411764707,False,1666.0,9333.666666666666,523.0,St John's School,776.3004713685436,489,Our Lady of Mercy College,760.5525230561901,90
ID903715984,22 Reid St,MURRUMBEENA,1620000.0,h,8/07/2017,3,2.0,1.0,669.0,104.0,-37.90583,145.07283,19918,1289.79185341109,27.35483870967742,False,298.0,735.0,154.0,Hughesdale Primary School,422.3832948757992,221,Sacred Heart Girls' College,1233.5580029009227,93
ID649551858,28 Moubray St,ALBERT PARK,2015000.0,h,3/06/2017,2,1.0,2.0,178.0,129.0,-37.84098,144.95115,20043,2523.7512440543633,0.0,False,1214.6666666666667,5603.666666666667,375.3333333333333,Albert Park Primary School,174.09068844704635,306,Albert Park College,539.3414677504716,131
ID374846776,49 Bellett St,CAMBERWELL,2513000.0,h,13/05/2017,4,2.0,3.0,696.0,109.0,-37.8355,145.0665,19851,334.725310822344,24.666666666666668,False,3767.6666666666665,18925.0,2042.3333333333333,Camberwell Primary School,806.488925548405,35,Camberwell High School,814.4833701426808,112
ID522446669,1/17 Cosy Gum Rd,CARNEGIE,750000.0,u,8/07/2017,2,1.0,2.0,0.0,49.0,-37.88368,145.0515,19920,683.8693258146169,23.375,False,3767.6666666666665,18925.0,2042.3333333333333,St Anthony's School,526.4525054166543,485,Glen Eira College,1206.6760960339575,215
ID114338979,1 Athol St,MOONEE PONDS,1350000.0,h,10/09/2016,4,2.0,2.0,447.0,139.0,-37.7704,144.9199,20038,526.4835032324478,22.0,True,278.0,489.0,65.0,Ascot Vale Primary School,700.0358225623588,249,Lowther Hall Anglican Grammar School,1245.7889625151633,not ranked
ID193141105,44 Thompson St,ORMOND,1250000.0,t,10/09/2016,3,2.0,2.0,326.0,19.0,-37.903,145.0285,19941,976.4296987881287,32.15384615384615,False,268.3333333333333,736.0,128.33333333333334,Divrei Emineh,581.8725944580993,not ranked,Divrei Emineh,581.8725944580993,not ranked
ID275837460,23/146 Power St,HAWTHORN,320000.0,u,3/12/2016,1,1.0,0.0,0.0,69.0,-37.8235,145.0258,19905,315.92529584098827,13.952380952380953,False,1150.6666666666667,7827.0,922.3333333333334,Erasmus Primary School,628.6918084416877,not ranked,Melbourne Girls College,1014.251027776725,61
ID915992751,14 Tuck St,CHELTENHAM,1199000.0,h,24/06/2017,3,2.0,2.0,552.0,54.0,-37.97069000000001,145.05928,19866,611.539484529148,42.125,True,1288.3333333333333,4242.333333333333,480.0,Cheltenham Primary School,468.9037941774704,258,Mentone Girls Secondary College,1171.8923150917606,121
ID376152921,33 Dunbarton Dr,WANTIRNA,908000.0,h,29/07/2017,4,2.0,1.0,815.0,39.0,-37.84839,145.24191000000005,19871,2245.9540663212356,41.083333333333336,False,256.0,511.3333333333333,54.666666666666664,St Luke's School,818.6490650213221,not ranked,Heathmont College,1404.7466434143323,433
ID658234060,2059 Malvern Rd,MALVERN EAST,1380000.0,h,8/04/2017,3,1.0,2.0,572.0,109.0,-37.8757,145.066,19920,1342.5932277520835,23.375,False,717.3333333333334,1763.0,318.6666666666667,Solway Primary School,659.7611820970197,278,Korowa Anglican Girls' School,1874.0087764317773,13
ID281304456,40 Coates St,BENTLEIGH,680000.0,t,27/11/2016,2,1.0,1.0,83.0,21.0,-37.9259,145.0341,19938,146.4829588892144,36.84615384615385,False,925.6666666666666,4701.333333333333,308.6666666666667,St Paul's School,731.7439847813117,211,Our Lady of the Sacred Heart College,513.3510597771595,73
ID857738309,30 Stennis St,PASCOE VALE,770000.0,h,3/12/2016,3,1.0,0.0,464.0,59.0,-37.7301,144.9487,19964,1301.921648870557,34.0,False,659.0,5219.333333333333,338.3333333333333,St Oliver Plunkett's School,608.9554753806002,not ranked,Antonine College,1341.642042677305,482
ID895664286,3/1 Elm St,HAWTHORN,480000.0,u,13/08/2016,1,1.0,1.0,0.0,79.0,-37.8128,145.0171,19905,1126.7371839401574,13.952380952380953,False,1150.6666666666667,7827.0,922.3333333333334,Hawthorn West Primary School,821.6606704140636,125,Melbourne Girls College,1107.5927033353605,61
ID543032458,4/5 Southey Ct,ELWOOD,717000.0,u,12/06/2016,2,1.0,1.0,0.0,69.0,-37.8758,144.9874,19955,688.6796688151943,19.5,False,1566.6666666666667,8895.333333333334,491.0,Yesodei HaTorah College,447.2293977421284,277,Yesodei HaTorah College,447.2293977421284,38
ID363273230,115/150 Peel St,NORTH MELBOURNE,470000.0,u,7/11/2016,2,1.0,1.0,0.0,13.0,-37.8044,144.9566,19842,811.1770402828085,4.7444444444444445,False,71.0,261.0,20.0,North Melbourne Primary School,820.385205538234,182,Simonds Catholic College,370.7517093098723,262
ID615689160,63 Lovell Dr,ST ALBANS,600000.0,h,24/06/2017,3,1.0,3.0,565.0,49.0,-37.76454,144.80611000000005,20003,839.7324935899056,29.375,False,1479.3333333333333,4398.666666666667,502.0,Holy Eucharist School,1015.479080985205,not ranked,St Albans Secondary College,2125.5846282119205,179
ID228153276,21 Hughes St,BRAYBROOK,575000.0,h,10/12/2016,3,1.0,3.0,559.0,64.0,-37.7923,144.852,20022,1235.142711014767,21.4,False,2744.3333333333335,10289.666666666666,780.0,Dinjerra Primary School,368.4107452180883,not ranked,Caroline Chisholm Catholic College,736.3263550083798,235
ID994264224,103 Longview Rd,BALWYN NORTH,2000000.0,h,13/05/2017,4,2.0,2.0,627.0,64.0,-37.7848,145.0788,19934,3218.7719744939486,29.0,True,959.0,4476.666666666667,324.0,Belle Vue Primary School,253.7987503257636,299,Marcellin College,1166.1250318831928,169
ID380923535,9/80 Hobsons Rd,KENSINGTON,855000.0,t,3/06/2017,3,2.0,1.0,68.0,44.0,-37.79554,144.91679,20026,883.2652756315534,6.4,False,288.0,712.0,75.66666666666667,Kensington Primary School,1004.3844509084873,116,Kensington Community High School,1148.5070745138405,558
ID218291141,254 Neerim Rd,CARNEGIE,1350000.0,h,6/08/2016,2,2.0,2.0,265.0,99.0,-37.8881,145.0537,19920,475.6432644438577,23.375,False,3703.6666666666665,18944.0,2039.3333333333333,Carnegie Primary School,302.1584137257077,77,Glen Eira College,1404.4283973573945,215
ID868735946,12 Stanley St,WEST FOOTSCRAY,756000.0,h,13/08/2016,3,1.0,1.0,353.0,94.0,-37.7915,144.8733,20022,1254.6363120122862,21.4,True,268.3333333333333,736.0,128.33333333333334,Footscray West Primary School,412.81659359645226,399,Footscray City College,1822.7178192739038,166
ID132049554,7a Woorigoleen Rd,TOORAK,2650000.0,t,10/09/2016,3,3.0,2.0,0.0,19.0,-37.8428,145.0171,19946,930.8969080343329,18.214285714285715,False,584.3333333333334,2731.6666666666665,211.66666666666666,St Catherine's School,621.0413362823057,117,St Catherine's School,621.0413362823057,35
ID702886510,4/425 Station St,BOX HILL,880000.0,h,4/03/2017,4,2.0,2.0,206.0,16.0,-37.828,145.1215,20042,977.199968225972,25.775,False,2897.3333333333335,11243.0,942.0,Kingswood College,588.6699145269174,53,Kingswood College,588.6699145269174,106
ID693638021,34 Acland St,ST KILDA,1301000.0,h,13/05/2017,2,1.0,1.0,165.0,109.0,-37.8658,144.9774,19956,1474.1939039450806,17.5,False,1412.0,6364.0,699.3333333333334,St Kilda Park Primary School,855.9499426098188,73,Yesodei HaTorah College,984.8895804278045,38
ID762543556,5/13 Toward St,MURRUMBEENA,690000.0,t,4/06/2016,2,1.0,1.0,129.0,94.0,-37.8927,145.0691,19919,317.04676954785634,25.375,False,268.3333333333333,736.0,128.33333333333334,Murrumbeena Primary School,735.9408396151026,80,Oakleigh Grammar,1256.9136988832915,270
ID186539491,604/353 Napier St,FITZROY,830000.0,u,8/07/2017,2,2.0,1.0,4421.0,8.0,-37.79721,144.98073,19975,1226.2573771558873,13.235294117647058,False,330.3333333333333,1855.0,82.0,Fitzroy Primary School,275.09722341960924,not ranked,Academy of Mary Immaculate,912.5858233536214,144
ID661021125,1/16 Leake St,ESSENDON,1170000.0,u,19/11/2016,4,2.0,2.0,0.0,6.0,-37.7465,144.91,20036,966.0709379890271,27.0,False,334.6666666666667,1407.6666666666667,88.33333333333333,St Therese's School,514.0032175555764,387,Buckley Park College,1080.0040959490645,123
ID189905167,3/145 Glen Huntly Rd,ELWOOD,670000.0,u,16/07/2016,2,2.0,1.0,0.0,49.0,-37.883,144.9916,19954,839.8775716640197,21.5,False,1566.6666666666667,8895.333333333334,491.0,Elwood Primary School,329.4386161298778,309,Elwood College,567.1100544071653,175
ID313178277,8 Mawson St,KEW,4515000.0,h,13/05/2017,5,4.0,2.0,800.0,7.0,-37.8147,145.0571,19903,1309.251762814029,17.904761904761905,False,288.0,712.0,75.66666666666667,"Preshil, The Margaret Lyttle Memorial School",451.2636237607168,not ranked,"Preshil, The Margaret Lyttle Memorial School",451.2636237607168,not ranked
ID424273743,4/64 Edward St,SANDRINGHAM,760000.0,u,17/06/2017,3,1.0,1.0,178.0,16.0,-37.96224,145.01683,19948,1707.990508796321,33.5,False,101.66666666666667,251.33333333333334,18.666666666666668,Sandringham East Primary School,780.1260100751807,295,Sandringham College,821.9312713638242,304
ID323804835,23 Grange Rd,KEW,4850000.0,h,12/11/2016,5,4.0,4.0,957.0,89.0,-37.8112,145.05700000000004,19903,1586.3181892126663,17.904761904761905,False,271.6666666666667,771.6666666666666,74.0,Genazzano FCJ College,270.0211173711929,40,Genazzano FCJ College,270.0211173711929,33
ID298950729,2 Elgar Rd,BURWOOD,1300000.0,h,4/06/2016,3,1.0,1.0,667.0,69.0,-37.8489,145.1093,19849,2547.7947925208637,28.666666666666668,False,958.6666666666666,5673.0,628.0,Presbyterian Ladies' College,205.5292669391457,1,Presbyterian Ladies' College,205.5292669391457,6
ID830802723,5/21 Cumming St,BRUNSWICK WEST,656000.0,u,18/03/2017,2,1.0,1.0,0.0,49.0,-37.7609,144.9425,19967,1600.7232463324476,27.333333333333332,False,941.3333333333334,5813.0,575.6666666666666,St Joseph's School,160.37891571172833,113,Brunswick Secondary College,1565.5009768589557,211
ID164467914,5/6 St James Rd,ARMADALE,590000.0,u,27/05/2017,2,1.0,1.0,903.0,52.0,-37.85963,145.02077,19945,375.8148512411545,19.214285714285715,False,2494.6666666666665,11307.0,1410.0,Armadale Primary School,869.5035352597891,87,Lauriston Girls' School,898.2172231729938,19
ID620334432,13 Wilson St,BRAYBROOK,696000.0,h,18/03/2017,3,1.0,0.0,557.0,59.0,-37.7899,144.8515,20022,1448.1158698393033,21.4,False,2897.3333333333335,11243.0,942.0,Dinjerra Primary School,452.5438170566396,not ranked,Caroline Chisholm Catholic College,466.49544328029435,235
ID835418006,16b Regent St,BRIGHTON EAST,1511000.0,t,24/09/2016,3,2.0,2.0,496.0,7.0,-37.9237,145.0075,19951,1369.9086312132185,26.5,False,2744.3333333333335,10289.666666666666,780.0,St Leonard's College,548.9250978275045,33,St Leonard's College,548.9250978275045,43
ID626162534,98 Hotham St,COLLINGWOOD,1470000.0,h,18/03/2017,3,2.0,0.0,150.0,119.0,-37.7968,144.9924,19975,318.50973597646566,13.235294117647058,False,1097.6666666666667,5916.0,553.3333333333334,Clifton Hill Primary School,571.889642076718,144,Collingwood College,708.5509591896092,359
ID880894840,77 Dennis St,NORTHCOTE,860000.0,h,7/05/2016,3,1.0,1.0,213.0,8.0,-37.766,145.0039,20015,638.2731870771179,23.3,False,136.33333333333334,302.6666666666667,42.0,Wales Street Primary School,662.0150891437772,175,Santa Maria College,500.7382888547621,137
ID491270258,371 Elgar Rd,MONT ALBERT,1320000.0,h,3/09/2016,2,1.0,1.0,613.0,69.0,-37.8238,145.1135,19896,853.2960081782312,28.785714285714285,False,278.0,489.0,65.0,Our Lady of Perpetual Succour School,720.818419047368,178,Kingswood College,1096.3008844595802,106
ID505719443,1/37 Thornhill Dr,KEILOR DOWNS,575000.0,h,24/06/2017,3,1.0,1.0,307.0,29.0,-37.72545,144.80397,20001,996.6244517068192,34.375,False,2837.0,9343.666666666666,1212.6666666666667,St Albans North Primary School,721.676098299335,not ranked,Keilor Downs Secondary College,1275.4639543701333,not ranked
ID454708756,7/16 Leake St,ESSENDON,510000.0,u,22/04/2017,2,2.0,1.0,0.0,14.0,-37.7465,144.91,20036,966.0709379890271,27.0,False,330.3333333333333,1855.0,82.0,St Therese's School,514.0032175555764,387,Buckley Park College,1080.0040959490645,123
ID890970483,254 Faraday St,CARLTON,1590000.0,h,7/05/2016,3,2.0,2.0,100.0,119.0,-37.7983,144.9655,19842,1320.5721677595404,4.7444444444444445,False,97.66666666666667,243.0,33.0,Carlton Primary School,528.9434244693223,not ranked,University High School,902.1708120357138,67
ID774917737,15 Virginia St,MOUNT WAVERLEY,1850000.0,h,8/07/2017,3,1.0,1.0,717.0,59.0,-37.87754,145.12076000000005,19847,3754.8521111107125,31.666666666666668,False,1471.0,7759.666666666667,779.6666666666666,Mount Waverley Primary School,508.6459743132319,111,Avila College,1143.4065177721916,102
ID968716873,38 Wiltshire Dr,KEW,591000.0,u,22/07/2017,2,1.0,2.0,0.0,132.0,-37.79413,145.02382,19930,1772.7982841684252,22.0,False,288.0,712.0,75.66666666666667,Kew Primary School,1352.1961947521986,356,Alphington Grammar School,1872.7710566393275,86
ID959698747,314 Liberty Pde,HEIDELBERG WEST,580000.0,h,27/05/2017,3,1.0,2.0,429.0,69.0,-37.73704,145.03697,19936,2648.812375867407,31.75,False,1173.6666666666667,8523.666666666666,974.6666666666666,East Preston Islamic College,349.82347105104145,not ranked,East Preston Islamic College,349.82347105104145,491
ID298819985,110/171 Flemington Rd,NORTH MELBOURNE,550000.0,u,7/11/2016,2,1.0,2.0,0.0,44.0,-37.7955,144.9492,19972,1154.68239429308,17.0,False,71.0,261.0,20.0,St Michael's School,356.68328354364917,155,University High School,568.0879559538274,67
ID481361269,12 Redgum Dr,SUNSHINE NORTH,895000.0,h,23/09/2017,4,2.0,2.0,400.0,39.0,-37.76586,144.85193,20004,2731.777844883104,26.375,False,1412.0,6364.0,699.3333333333334,Avondale Primary School,845.3417215263041,326,Braybrook College,1433.1124950339256,139
ID957432310,7/20 Abbotsford St,ABBOTSFORD,441000.0,u,14/05/2016,1,1.0,1.0,0.0,10.0,-37.8016,144.9988,19975,469.2583350476477,13.235294117647058,False,1202.0,5034.333333333333,333.0,Sophia Mundi Steiner School,610.0299826808256,not ranked,Sophia Mundi Steiner School,610.0299826808256,not ranked
ID541751116,1001/639 Little Bourke St,MELBOURNE,470000.0,u,18/03/2017,2,1.0,2.0,0.0,102.0,-37.816,144.9535,20043,273.6300046975015,0.0,False,313.3333333333333,545.3333333333334,65.66666666666667,South Melbourne Primary School,1485.7493295913214,not ranked,Ozford College,355.9496372145278,530
ID626391603,3/103 Cyprus St,LALOR,383000.0,u,27/05/2017,2,1.0,2.0,138.0,25.0,-37.67527000000001,145.02775,20007,1314.1118847634016,40.22222222222222,False,1360.6666666666667,6408.666666666667,691.6666666666666,Lalor Primary School,614.3012291721298,not ranked,Lalor Secondary College,385.38174119822446,378
ID826678850,4 James St,BRUNSWICK WEST,1097000.0,h,13/05/2017,3,1.0,1.0,372.0,79.0,-37.7634,144.9434,19968,1503.4011419426784,25.333333333333332,False,941.3333333333334,5813.0,575.6666666666666,St Joseph's School,128.97786963395615,113,Brunswick Secondary College,1319.3147990851592,211
ID497106888,32 Page St,ALBERT PARK,1340000.0,h,25/02/2017,2,1.0,0.0,136.0,109.0,-37.846,144.9517,20043,3080.5202256344655,0.0,False,1214.6666666666667,5603.666666666667,375.3333333333333,Albert Park Primary School,467.66551034677144,306,Albert Park College,404.25867354297156,131
ID679957228,16 Heather Ct,GLENROY,695000.0,h,3/06/2017,3,1.0,2.0,649.0,64.0,-37.69777,144.91952,20031,436.7813667290158,38.0,False,1841.6666666666667,9184.666666666666,533.3333333333334,Corpus Christi School,740.1527236244981,not ranked,Glenroy Private,858.1837424372884,not ranked
ID291169398,65 Graham St,ALBERT PARK,1322500.0,h,15/10/2016,2,1.0,0.0,149.0,129.0,-37.8443,144.9481,20043,2916.4909970979497,0.0,False,1202.0,5034.333333333333,333.0,Albert Park Primary School,490.4797897497486,306,Albert Park College,84.83354161403624,131
ID563393328,34 Moorna Dr,AIRPORT WEST,978000.0,h,24/09/2016,4,3.0,2.0,532.0,44.0,-37.7263,144.869,20033,4716.796607687106,34.0,False,1202.0,5034.333333333333,333.0,Penleigh & Essendon Grammar School,662.1965404178009,126,Penleigh & Essendon Grammar School,662.1965404178009,23
ID391376997,61 Doyle St,AVONDALE HEIGHTS,635000.0,h,26/07/2016,3,1.0,1.0,597.0,59.0,-37.7568,144.8572,20004,3683.136985251623,26.375,False,1654.0,9119.666666666666,550.0,St Martin de Porres School,431.3559579744052,not ranked,Essendon Keilor College,2198.330779037753,460
ID660187722,3/61 Ormond Rd,ELWOOD,559000.0,u,17/09/2016,2,1.0,1.0,1307.0,59.0,-37.8838,144.9853,19955,1238.674693141103,19.5,False,1566.6666666666667,8895.333333333334,491.0,Elwood Primary School,371.12715404324774,309,Elwood College,164.9695848866307,175
ID125271204,6 Elswill St,BENTLEIGH EAST,1351000.0,h,20/05/2017,5,2.0,2.0,652.0,19.0,-37.9311,145.0651,19937,2516.339713738827,38.266666666666666,False,959.0,4476.666666666667,324.0,East Bentleigh Primary School,536.5460915150737,not ranked,Bentleigh Secondary College,624.7625969513225,230
ID329799351,73 The Avenue,SPOTSWOOD,1040000.0,h,3/09/2016,3,1.0,3.0,690.0,69.0,-37.8272,144.8789,19995,727.2993193658554,14.333333333333334,False,1100.6666666666667,3636.3333333333335,457.3333333333333,St Margaret Mary's School,233.51539802964012,483,Emmanuel College,3247.6847511060464,180
ID600105202,35 Chomley St,PRAHRAN,1180000.0,h,23/04/2016,2,1.0,0.0,214.0,119.0,-37.8577,145.0053,19946,1080.2518555208671,18.214285714285715,False,659.0,5219.333333333333,338.3333333333333,The King David School,460.3209269920731,140,The King David School,460.3209269920731,27
ID695445580,6/7 Judd St,CARNEGIE,435000.0,u,28/05/2016,2,1.0,1.0,0.0,39.0,-37.8986,145.0567,19919,1324.403244507465,25.375,True,3703.6666666666665,18944.0,2039.3333333333333,St Patrick's School,831.2174219003176,346,Kilvington Grammar School,1363.9513419469013,37
ID360539114,1 Gowanbrae Dr,GOWANBRAE,631000.0,h,3/09/2016,3,2.0,2.0,608.0,18.0,-37.709,144.8925,20032,2233.075562471838,36.0,False,1683.6666666666667,8938.666666666666,509.3333333333333,Tullamarine Primary School,1367.1323477364083,not ranked,Gladstone Park Secondary College,2152.338943529207,290
